VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Adherence	Type IV pili twitching motility related proteins	pilH	MMBGCLAI_00736	BMIEOKOB_00730	PA0409	PSEEN5054	PFL_5826	Pfl_5307	Pmen_0404	PP_4991	PputW619_0473	PST_3952	PSPPH_0480	Psyr_0489
Adherence	Type IV pili twitching motility related proteins	pilI	MMBGCLAI_00737	BMIEOKOB_00731	PA0410	PSEEN5053	PFL_5825	Pfl_5306	Pmen_0405	PP_4990	PputW619_0474	PST_3951	PSPPH_0481	Psyr_0490
Adherence	Type IV pili twitching motility related proteins	pilJ	MMBGCLAI_00738	BMIEOKOB_00732	PA0411	PSEEN5052	PFL_5824	Pfl_5305	Pmen_0406	PP_4989	PputW619_0475	PST_3950	PSPPH_0482	Psyr_0491
Adherence	Type IV pili twitching motility related proteins	pilK	MMBGCLAI_00739	BMIEOKOB_00733	PA0412	-	-	-	Pmen_0407	-	-	PST_3949	-	-
Adherence	Polar flagella	cheV	MMBGCLAI_01763	BMIEOKOB_01788	-	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzA1	-	-	PA4210	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzA2	-	-	PA1899	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzB1	-	-	PA4211	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzB2	-	-	PA1900	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzC1	-	-	PA4212	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzC2	-	-	PA1901	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzD1	-	-	PA4213	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzD2	MMBGCLAI_02932	BMIEOKOB_03023	PA1902	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzE1	-	-	PA4214	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzE2	-	-	PA1903	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzF1	-	-	PA4215	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzF2	-	-	PA1904	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzG1	-	-	PA4216	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzG2	-	-	PA1905	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzH	-	BMIEOKOB_00171	PA0051	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzM	-	-	PA4209	-	-	-	-	-	-	-	-	-
Antimicrobial activity	Phenazines biosynthesis	phzS	-	-	PA4217	-	-	-	-	-	-	-	-	-
Antiphagocytosis	Alginate biosynthesis	alg44	-	-	PA3542	PSEEN4537	PFL_1022	Pfl_0958	Pmen_1029	PP_1286	PputW619_0887	-	PSPPH_1116	Psyr_1061
Antiphagocytosis	Alginate biosynthesis	alg8	-	-	PA3541	PSEEN4536	PFL_1023	Pfl_0959	Pmen_1030	PP_1287	PputW619_0888	-	PSPPH_1117	Psyr_1062
Antiphagocytosis	Alginate biosynthesis	algA	MMBGCLAI_00822	BMIEOKOB_00816	PA3551	PSEEN4546	PFL_1013	Pfl_0949	Pmen_1020	PP_1277	PputW619_0878	PST_1169	PSPPH_1107	Psyr_1052
Antiphagocytosis	Alginate biosynthesis	algC	MMBGCLAI_04475	BMIEOKOB_04609	PA5322	PSEEN5434	PFL_6054	Pfl_5542	Pmen_4379	PP_5288	PputW619_0183	PST_0470	PSPPH_0207	Psyr_0219
Antiphagocytosis	Alginate biosynthesis	algD	-	-	PA3540	PSEEN4535	PFL_1024	Pfl_0960	Pmen_1031	PP_1288	PputW619_0889	-	PSPPH_1118	Psyr_1063
Antiphagocytosis	Alginate biosynthesis	algE	-	-	PA3544	PSEEN4539	PFL_1020	Pfl_0956	Pmen_1027	PP_1284	PputW619_0885	-	PSPPH_1114	Psyr_1059
Antiphagocytosis	Alginate biosynthesis	algF	-	-	PA3550	PSEEN4545	PFL_1014	Pfl_0950	Pmen_1021	PP_1278	PputW619_0879	-	PSPPH_1108	Psyr_1053
Antiphagocytosis	Alginate biosynthesis	algG	-	-	PA3545	PSEEN4540	PFL_1019	Pfl_0955	Pmen_1026	PP_1283	PputW619_0884	-	PSPPH_1113	Psyr_1058
Antiphagocytosis	Alginate biosynthesis	algI	MMBGCLAI_00159; MMBGCLAI_01138	BMIEOKOB_01132	PA3548	PSEEN4543	PFL_1016	Pfl_0952	Pmen_1023	PP_1280	PputW619_0881	PST_2877	PSPPH_1110	Psyr_1055
Antiphagocytosis	Alginate biosynthesis	algJ	-	-	PA3549	PSEEN4544	PFL_1015	Pfl_0951	Pmen_1022	PP_1279	PputW619_0880	-	PSPPH_1109	Psyr_1054
Antiphagocytosis	Alginate biosynthesis	algK	MMBGCLAI_01177	BMIEOKOB_01170	PA3543	PSEEN4538	PFL_1021	Pfl_0957	Pmen_1028	PP_1285	PputW619_0886	PST_3760	PSPPH_1115	Psyr_1060
Antiphagocytosis	Alginate biosynthesis	algL	-	-	PA3547	PSEEN4542	PFL_1017	Pfl_0953	Pmen_1024	PP_1281	PputW619_0882	-	PSPPH_1111	Psyr_1056
Antiphagocytosis	Alginate biosynthesis	algX	-	-	PA3546	PSEEN4541	PFL_1018	Pfl_0954	Pmen_1025	PP_1282	PputW619_0883	-	PSPPH_1112	Psyr_1057
Antiphagocytosis	Alginate regulation	algP/algR3	-	-	PA5253	PSEEN0161	PFL_5995	Pfl_5480	Pmen_0287	PP_0194	PputW619_0263	PST_0530	PSPPH_0059	Psyr_0054
Antiphagocytosis	Alginate regulation	algQ	MMBGCLAI_04294	BMIEOKOB_04431	PA5255	PSEEN0159	PFL_5997	Pfl_5482	Pmen_0285	PP_0191	PputW619_0261	PST_0529	PSPPH_0061	Psyr_0056
Antiphagocytosis	Alginate regulation	algR	MMBGCLAI_04300	BMIEOKOB_04437	PA5261	PSEEN5354	PFL_6003	Pfl_5488	Pmen_0279	PP_0185	PputW619_0255	PST_0523	PSPPH_0069	Psyr_0063
Antiphagocytosis	Alginate regulation	algU	MMBGCLAI_00991	BMIEOKOB_00941	PA0762	PSEEN4296	PFL_1448	Pfl_1362	Pmen_1467	PP_1427	PputW619_1067	PST_1223	PSPPH_3955	Psyr_3958
Antiphagocytosis	Alginate regulation	algW	MMBGCLAI_01316	BMIEOKOB_01307	PA4446	PSEEN4521	PFL_0933	Pfl_0875	Pmen_0888	PP_1301	PputW619_0908	PST_1048	PSPPH_4135	Psyr_4130
Antiphagocytosis	Alginate regulation	algZ	MMBGCLAI_04301	BMIEOKOB_04438	PA5262	-	-	-	Pmen_0278	-	-	PST_0522	PSPPH_0070	Psyr_0064
Antiphagocytosis	Alginate regulation	mucA	MMBGCLAI_00992	BMIEOKOB_00942	PA0763	PSEEN4295	PFL_1449	Pfl_1363	Pmen_1468	PP_1428	PputW619_1068	PST_1224	PSPPH_3954	Psyr_3957
Antiphagocytosis	Alginate regulation	mucB	-	-	PA0764	PSEEN4294	PFL_1450	Pfl_1364	Pmen_1469	PP_1429	PputW619_1069	PST_1225	PSPPH_3953	Psyr_3956
Antiphagocytosis	Alginate regulation	mucC	-	-	PA0765	-	-	-	Pmen_1470	-	-	PST_1226	-	-
Antiphagocytosis	Alginate regulation	mucD	MMBGCLAI_00993	BMIEOKOB_00943	PA0766	PSEEN4293	PFL_1451	Pfl_1365	Pmen_1471	PP_1430	PputW619_1070	PST_1227	PSPPH_3952	Psyr_3955
Antiphagocytosis	Alginate regulation	mucE	-	-	PA4033	-	-	-	-	-	-	-	-	-
Antiphagocytosis	Alginate regulation	mucP	MMBGCLAI_01332	BMIEOKOB_01323	PA3649	PSEEN4213	PFL_1183	Pfl_1108	Pmen_3046	PP_1598	PputW619_4075	PST_1544	PSPPH_3833	Psyr_1350
Antiphagocytosis	Capsular polysaccharide	rmlB	MMBGCLAI_03022	BMIEOKOB_03114	-	-	-	-	-	-	-	-	-	-
Antiphagocytosis	Capsular polysaccharide	rmlC	MMBGCLAI_03020	BMIEOKOB_03112	-	-	-	-	-	-	-	-	-	-
Antiphagocytosis	Capsule I	gmd-1	MMBGCLAI_00143	BMIEOKOB_00182	-	-	-	-	-	-	-	-	-	-
Antiphagocytosis	Capsule	probable wbaZ	MMBGCLAI_04325	BMIEOKOB_04462	-	-	-	-	-	-	-	-	-	-
Biosurfactant	Rhamnolipid biosynthesis	rhlA	-	-	PA3479	-	-	-	-	-	-	-	-	-
Biosurfactant	Rhamnolipid biosynthesis	rhlB	-	-	PA3478	-	-	-	-	-	-	-	-	-
Biosurfactant	Rhamnolipid biosynthesis	rhlC	-	-	PA1130	-	-	-	-	-	-	-	-	-
Enzyme	Hemolytic phospholipase C	plcH	-	-	PA0844	-	-	-	-	-	-	-	-	-
Enzyme	Non-hemolytic phospholipase C	plcN	-	-	PA3319	-	PFL_3126	-	-	-	-	-	-	-
Enzyme	Phospholipase C	plcB	-	-	PA0026	-	-	-	-	-	-	-	-	-
Enzyme	Phospholipase D	pldA	-	-	PA3487	-	-	-	-	-	-	-	-	-
Iron uptake	Achromobactin biosynthesis and transport	acsA	-	BMIEOKOB_02198	-	-	-	-	-	-	-	-	PSPPH_2756	Psyr_2589
Iron uptake	Achromobactin biosynthesis and transport	acsB	-	BMIEOKOB_02197	-	-	-	-	-	-	-	-	PSPPH_2755	Psyr_2588
Iron uptake	Achromobactin biosynthesis and transport	acsC	-	BMIEOKOB_02196	-	-	-	-	-	-	-	-	PSPPH_2754	Psyr_2587
Iron uptake	Achromobactin biosynthesis and transport	acsD	-	BMIEOKOB_02193	-	-	-	-	-	-	-	-	PSPPH_2751	Psyr_2584
Iron uptake	Achromobactin biosynthesis and transport	cbrA	-	BMIEOKOB_02199	-	-	-	-	-	-	-	-	PSPPH_2757	Psyr_2590
Iron uptake	Achromobactin biosynthesis and transport	cbrB	-	BMIEOKOB_02200	-	-	-	-	-	-	-	-	PSPPH_2758	Psyr_2591
Iron uptake	Achromobactin biosynthesis and transport	cbrC	-	BMIEOKOB_02201	-	-	-	-	-	-	-	-	PSPPH_2759	Psyr_2592
Iron uptake	Achromobactin biosynthesis and transport	cbrD	MMBGCLAI_02939; MMBGCLAI_03304	BMIEOKOB_02202; BMIEOKOB_03030; BMIEOKOB_03389	-	-	-	-	-	-	-	-	PSPPH_2760	Psyr_2593
Iron uptake	Pyochelin receptor	fptA	-	-	PA4221	-	PFL_2293	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchA	-	BMIEOKOB_03025	PA4231	PSEEN2504	PFL_3488	-	-	-	-	-	PSPPH_2904	-
Iron uptake	Pyochelin	pchB	-	-	PA4230	PSEEN2507	PFL_3489	-	-	-	-	-	PSPPH_2903	-
Iron uptake	Pyochelin	pchC	-	-	PA4229	-	PFL_3490	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchD	MMBGCLAI_02933	BMIEOKOB_03024	PA4228	PSEEN2505	PFL_3496	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchE	-	-	PA4226	-	PFL_3493	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchF	-	BMIEOKOB_02226	PA4225	-	PFL_3492	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchG	-	-	PA4224	-	-	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchH	-	-	PA4223	-	PFL_3495	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchI	-	-	PA4222	-	PFL_3494	-	-	-	-	-	-	-
Iron uptake	Pyochelin	pchR	-	-	PA4227	-	PFL_3497	-	-	-	-	-	-	-
Iron uptake	Pyoverdine receptors	fpvA	MMBGCLAI_01391; MMBGCLAI_01483; MMBGCLAI_01942; MMBGCLAI_02167; MMBGCLAI_02943; MMBGCLAI_03969	BMIEOKOB_01384; BMIEOKOB_01487; BMIEOKOB_01966; BMIEOKOB_02231; BMIEOKOB_03034; BMIEOKOB_04123	PA2398	PSEEN2529	PFL_2391	Pfl_2583	Pmen_4556	PP_4217	-	-	PSPPH_1870	Psyr_1961
Iron uptake	Pyoverdine	pvdA	MMBGCLAI_02163	BMIEOKOB_02235	PA2386	PSEEN3223	PFL_4079	Pfl_1859	Pmen_2871	PP_3796	PputW619_2095	-	PSPPH_2415	Psyr_2746
Iron uptake	Pyoverdine	pvdD	-	-	PA2399	-	PFL_4094	-	-	PP_4219	PputW619_3541	-	PSPPH_1925	Psyr_1959
Iron uptake	Pyoverdine	pvdE	MMBGCLAI_02162	BMIEOKOB_02232	PA2397	PSEEN3224	PFL_4091	Pfl_1850	-	PP_4216	PputW619_3540	-	PSPPH_1929	Psyr_1963
Iron uptake	Pyoverdine	pvdF	-	-	PA2396	-	PFL_4090	-	-	-	-	-	-	-
Iron uptake	Pyoverdine	pvdG	-	-	PA2425	-	-	-	-	-	-	-	PSPPH_1910	Psyr_1944
Iron uptake	Pyoverdine	pvdH	MMBGCLAI_02166	BMIEOKOB_02192	PA2413	PSEEN3669	PFL_4179	Pfl_3932	Pmen_2868	PP_4223	PputW619_3548	-	PSPPH_1912	Psyr_1946
Iron uptake	Pyoverdine	pvdI	MMBGCLAI_03414	BMIEOKOB_03500	PA2402	PSEEN3229	PFL_4093	-	-	-	PputW619_3546	-	-	-
Iron uptake	Pyoverdine	pvdJ	-	-	PA2400	-	-	-	-	-	-	-	-	-
Iron uptake	Pyoverdine	pvdL	-	-	PA2424	PSEEN1815	PFL_4189	Pfl_3940	-	PP_4243	PputW619_3562	-	PSPPH_1911	Psyr_1945
Iron uptake	Pyoverdine	pvdM	-	-	PA2393	PSEEN3220	PFL_4087	Pfl_1853	-	PP_4213	PputW619_3537	-	PSPPH_1932	Psyr_1966
Iron uptake	Pyoverdine	pvdN	-	-	PA2394	PSEEN3221	PFL_4088	Pfl_1852	-	PP_4214	PputW619_3538	-	PSPPH_1931	Psyr_1965
Iron uptake	Pyoverdine	pvdO	-	-	PA2395	PSEEN3222	PFL_4089	Pfl_1851	-	PP_4215	PputW619_3539	-	PSPPH_1930	Psyr_1964
Iron uptake	Pyoverdine	pvdP	-	-	PA2392	PSEEN3667	PFL_4086	Pfl_1854	-	PP_4212	PputW619_3536	-	PSPPH_1933	Psyr_1967
Iron uptake	Pyoverdine	pvdQ	-	-	PA2385	PSEEN2083	PFL_2902	Pfl_2563	-	PP_2901	PputW619_2403	-	PSPPH_1937	Psyr_1971
Iron uptake	Pyoverdine	pvdS	-	BMIEOKOB_02221	PA2426	PSEEN1814	PFL_4190	Pfl_3941	Pmen_2873	PP_4244	PputW619_3563	-	PSPPH_1909	Psyr_1943
Iron uptake	Pyoverdine	pvdY	MMBGCLAI_02172	BMIEOKOB_02237	PA2427	PSEEN1813	PFL_4191	-	-	PP_4245	PputW619_3564	-	-	-
Iron uptake	Yersiniabactin	fyuA	-	-	-	-	-	-	-	-	-	-	PSPPH_2894	-
Iron uptake	Yersiniabactin	irp1	-	-	-	-	-	-	-	-	-	-	PSPPH_2899	-
Iron uptake	Yersiniabactin	irp2	-	-	-	-	-	-	-	-	-	-	PSPPH_2897	-
Iron uptake	Yersiniabactin	irp3	-	-	-	-	-	-	-	-	-	-	PSPPH_2900	-
Iron uptake	Yersiniabactin	irp4	-	-	-	-	-	-	-	-	-	-	PSPPH_2901	-
Iron uptake	Yersiniabactin	irp5	-	-	-	-	-	-	-	-	-	-	PSPPH_2902	-
Iron uptake	Yersiniabactin	ybtA	-	-	-	-	-	-	-	-	-	-	PSPPH_2893	-
Iron uptake	Yersiniabactin	ybtP	-	-	-	-	-	-	-	-	-	-	PSPPH_2895	-
Iron uptake	Yersiniabactin	ybtQ	-	-	-	-	-	-	-	-	-	-	PSPPH_2896	-
Iron uptake	Brucebactin	dhbA	MMBGCLAI_02931	BMIEOKOB_03022	-	-	-	-	-	-	-	-	-	-
Iron uptake	Cytochrome c maturation  locus	ccmE	MMBGCLAI_02843	NA	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02934	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02935	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02938	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02940	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Iron uptake	Ent siderophore	NA	MMBGCLAI_02942	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Iron uptake	Iron/manganese transport	sitA	MMBGCLAI_04527	BMIEOKOB_04658	-	-	-	-	-	-	-	-	-	-
Iron uptake	Iron/manganese transport	sitB	MMBGCLAI_04526	BMIEOKOB_04657	-	-	-	-	-	-	-	-	-	-
Iron uptake	Iron/manganese transport	sitC	MMBGCLAI_04525	BMIEOKOB_04656	-	-	-	-	-	-	-	-	-	-
Iron uptake	Iron/manganese transport	sitD	MMBGCLAI_04524	BMIEOKOB_04655	-	-	-	-	-	-	-	-	-	-
Protease	Alkaline protease	aprA	-	-	PA1249	PSEEN1550	PFL_2483	Pfl_3363	-	-	-	-	-	Psyr_3163
Protease	Elastase	lasA	-	-	PA1871	-	-	-	-	-	-	-	-	-
Protease	Elastase	lasB	-	-	PA3724	-	-	-	-	-	-	-	-	-
Protease	Protease IV	prpL	-	-	PA4175	-	-	-	-	-	-	-	-	-
Quorum sensing	Acylhomoserine lactone synthase	hdtS	MMBGCLAI_00005	BMIEOKOB_00005	PA0005	PSEEN0014	PFL_0011	Pfl_0007	Pmen_0011	PP_0058	PputW619_0077	PST_0007	PSPPH_0009	Psyr_0009
Quorum sensing	N--L-homoserine lactone QS system	lasI	-	-	PA1432	-	-	-	-	-	-	-	-	-
Quorum sensing	N--L-homoserine lactone QS system	lasR	-	-	PA1430	-	-	-	-	-	-	-	-	-
Quorum sensing	N--L-homoserine lactone QS system	ahlI	-	-	-	-	-	-	-	-	-	-	PSPPH_1614	Psyr_1621
Quorum sensing	N--L-homoserine lactone QS system	ahlR	-	-	-	-	-	-	-	-	-	-	PSPPH_1615	Psyr_1622
Quorum sensing	N--L-homoserine lactone QS system	rhlI	-	-	PA3476	-	-	-	-	-	-	-	-	-
Quorum sensing	N--L-homoserine lactone QS system	rhlR	-	-	PA3477	-	-	-	-	-	-	-	-	-
Regulation	GacS/GacA two-component system	gacA	MMBGCLAI_02059	BMIEOKOB_02085	PA2586	PSEEN3450	PFL_3563	Pfl_3067	Pmen_2375	PP_4099	PputW619_3375	PST_2085	PSPPH_2328	Psyr_2897
Regulation	GacS/GacA two-component system	gacS	MMBGCLAI_02855	BMIEOKOB_02942	PA0928	PSEEN1359	PFL_4451	Pfl_4222	Pmen_1730	PP_1650	PputW619_1212	PST_2674	PSPPH_3719	Psyr_3698
Secretion system	Harpins	hopP1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	Harpins	hrpA1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	Harpins	hrpA2	-	-	-	-	-	-	-	-	-	-	PSPPH_1272	Psyr_1192
Secretion system	Harpins	hrpK1	-	-	-	-	-	-	-	-	-	-	PSPPH_1295	Psyr_1218
Secretion system	Harpins	hrpW1	-	-	-	-	-	-	-	-	-	-	PSPPH_1264	Psyr_1184
Secretion system	Harpins	hrpZ1	-	-	-	-	-	-	-	-	-	-	PSPPH_1273	Psyr_1193
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
Secretion system	Hcp secretion island-1 encoded type VI secretion system 	Undetermined	-	-	PA0071	-	PFL_6075	-	Pmen_2310	-	-	-	-	Psyr_2626
